team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2022,NYI,NYI,Team Level,4on5,54,0.11,0.1,0.11,15370.0,30.16,3.38,1.66,4.37,1.05,9.93,20.61,3.29,3.38,3.29,37.0,4.0,9.0,50.0,1.0,3.0,0.0,4.0,0.0,9.0,24.0,36.0,40.0,10.0,22.0,123.0,35.0,24.0,17.0,28.0,8.0,5.0,0.83,1.03,1.52,0.0,0.0,1.0,50.0,41.0,41.0,15.0,0.38,0.5,0.5,3.26,3.26,3.22,240.31,26.75,23.64,51.74,8.13,144.4,75.35,24.3,26.75,24.3,240.0,90.0,132.0,462.0,22.0,37.0,4.0,43.0,5.0,121.0,102.0,218.0,308.0,10.0,20.0,140.0,14.0,12.0,45.0,232.0,65.0,33.0,6.15,8.06,12.53,6.0,10.0,6.0,462.0,330.0,330.0,5.0,6.05,7.95,7.44,25.36,25.36,23.87
NYI,2022,NYI,NYI,Team Level,5on4,54,0.9,0.87,0.85,15441.0,239.8,31.04,21.47,51.27,7.97,148.72,75.54,28.11,31.04,28.11,232.0,104.0,111.0,447.0,21.0,27.0,5.0,50.0,5.0,126.0,107.0,211.0,315.0,8.0,19.0,149.0,21.0,15.0,53.0,242.0,60.0,34.0,6.22,7.19,17.63,4.0,4.0,13.0,447.0,336.0,336.0,4.0,5.47,8.26,8.26,28.25,28.25,26.22,41.68,3.27,2.14,6.57,1.43,14.23,30.35,3.18,3.27,3.18,51.0,7.0,8.0,66.0,5.0,0.0,0.0,4.0,1.0,12.0,36.0,46.0,53.0,6.0,15.0,125.0,44.0,22.0,24.0,44.0,12.0,2.0,1.19,1.59,0.49,1.0,3.0,1.0,66.0,58.0,58.0,20.0,0.5,0.0,0.0,3.77,3.77,3.67
TOR,2022,TOR,TOR,Team Level,other,52,0.5,0.42,0.44,6228.0,69.37,18.91,4.95,11.56,2.26,33.9,23.42,17.53,18.91,17.53,66.0,29.0,30.0,125.0,17.0,7.0,1.0,9.0,5.0,24.0,33.0,49.0,78.0,2.0,4.0,72.0,16.0,19.0,19.0,42.0,23.0,30.0,1.5,2.93,14.48,1.0,4.0,12.0,125.0,95.0,95.0,10.0,1.4,2.41,2.49,17.81,17.81,17.04,89.49,18.86,6.88,16.81,3.06,47.66,27.72,16.92,18.86,16.92,90.0,31.0,51.0,172.0,19.0,14.0,2.0,12.0,2.0,39.0,35.0,71.0,102.0,5.0,8.0,59.0,29.0,16.0,5.0,60.0,33.0,28.0,2.32,4.11,12.44,6.0,4.0,9.0,172.0,121.0,121.0,0.0,1.99,4.88,4.88,15.97,15.97,15.46
TOR,2022,TOR,TOR,Team Level,all,52,0.55,0.51,0.52,188699.0,1684.62,184.61,123.7,379.94,55.78,919.1,644.87,175.13,185.6,176.09,1659.0,649.0,724.0,3032.0,175.0,160.0,28.0,329.0,60.0,751.0,833.0,1484.0,2133.0,189.0,404.0,1455.0,1139.0,468.0,570.0,1565.0,528.0,215.0,47.62,65.5,71.49,53.0,59.0,63.0,3067.42,2308.0,2327.49,319.0,27.32,37.5,37.55,174.38,175.21,170.45,1537.46,154.07,109.17,354.49,51.17,837.68,607.42,146.5,154.05,146.47,1495.0,619.0,752.0,2866.0,140.0,149.0,23.0,315.0,61.0,712.0,737.0,1355.0,1974.0,194.0,405.0,1315.0,1729.0,401.0,510.0,1480.0,472.0,162.0,41.45,57.75,54.87,49.0,45.0,46.0,2838.22,2114.0,2101.53,307.0,24.25,30.42,30.42,147.9,147.93,144.32
TOR,2022,TOR,TOR,Team Level,5on5,52,0.55,0.52,0.53,151036.0,1307.7,123.85,90.87,307.96,43.1,717.75,512.46,118.99,124.83,119.95,1274.0,522.0,586.0,2382.0,112.0,109.0,17.0,277.0,47.0,580.0,671.0,1162.0,1684.0,174.0,376.0,1116.0,1059.0,401.0,466.0,1267.0,407.0,122.0,38.81,50.91,34.13,44.0,41.0,27.0,2417.42,1796.0,1815.49,275.0,18.87,24.08,24.05,118.67,119.5,117.11,1175.41,103.15,79.88,283.19,39.13,637.52,476.13,99.09,103.13,99.06,1127.0,492.0,599.0,2218.0,87.0,109.0,14.0,255.0,50.0,543.0,575.0,1040.0,1532.0,180.0,379.0,977.0,1613.0,336.0,422.0,1167.0,356.0,96.0,33.29,43.64,26.22,37.0,32.0,18.0,2190.22,1619.0,1606.53,278.0,16.58,20.05,20.18,99.56,99.59,97.65
TOR,2022,TOR,TOR,Team Level,4on5,52,0.2,0.16,0.18,15634.0,50.49,6.79,3.05,7.89,1.75,16.61,31.91,6.51,6.79,6.51,59.0,9.0,7.0,75.0,6.0,4.0,1.0,3.0,3.0,18.0,34.0,53.0,62.0,5.0,8.0,119.0,44.0,40.0,31.0,39.0,16.0,13.0,0.99,2.09,3.71,1.0,3.0,2.0,75.0,68.0,68.0,29.0,0.69,1.11,1.11,6.36,6.36,6.29,222.15,26.43,19.65,47.14,7.35,137.35,70.08,25.09,26.43,25.09,224.0,84.0,92.0,400.0,30.0,22.0,6.0,43.0,9.0,114.0,90.0,194.0,278.0,7.0,14.0,164.0,34.0,15.0,62.0,211.0,66.0,31.0,4.6,7.69,14.14,6.0,6.0,18.0,400.0,308.0,308.0,9.0,5.04,4.7,4.57,26.9,26.9,25.82
TOR,2022,TOR,TOR,Team Level,5on4,52,0.86,0.86,0.84,15801.0,257.06,35.07,24.83,52.53,8.66,150.84,77.08,32.09,35.07,32.09,260.0,89.0,101.0,450.0,40.0,40.0,9.0,40.0,5.0,129.0,95.0,220.0,309.0,8.0,16.0,148.0,20.0,8.0,54.0,217.0,82.0,50.0,6.32,9.57,19.17,7.0,11.0,22.0,450.0,349.0,349.0,5.0,6.35,9.9,9.9,31.53,31.53,30.02,50.39,5.62,2.77,7.35,1.63,15.14,33.48,5.4,5.62,5.4,54.0,12.0,10.0,76.0,4.0,4.0,1.0,5.0,0.0,16.0,37.0,50.0,62.0,2.0,4.0,115.0,53.0,34.0,21.0,42.0,17.0,7.0,1.24,2.31,2.08,0.0,3.0,1.0,76.0,66.0,66.0,20.0,0.64,0.79,0.79,5.47,5.47,5.39
WSH,2022,WSH,WSH,Team Level,other,53,0.55,0.53,0.55,7043.0,108.51,22.78,7.35,20.07,3.55,55.28,37.96,21.66,22.78,21.66,103.0,44.0,47.0,194.0,24.0,6.0,1.0,13.0,5.0,53.0,46.0,79.0,123.0,8.0,16.0,78.0,23.0,10.0,16.0,80.0,37.0,30.0,2.83,4.65,15.29,5.0,6.0,13.0,194.0,147.0,147.0,7.0,2.07,2.01,2.01,22.83,22.83,21.77,87.18,18.51,5.81,15.68,2.86,45.21,32.0,17.94,18.51,17.94,94.0,27.0,50.0,171.0,19.0,6.0,1.0,11.0,2.0,46.0,37.0,75.0,102.0,7.0,14.0,77.0,15.0,12.0,16.0,71.0,25.0,25.0,2.77,3.02,12.72,0.0,3.0,16.0,171.0,121.0,121.0,5.0,1.65,1.43,1.27,18.83,18.83,18.4
WSH,2022,WSH,WSH,Team Level,all,53,0.52,0.51,0.51,192832.0,1728.33,168.23,118.22,400.69,57.34,934.95,691.58,160.82,169.24,161.79,1688.0,683.0,851.0,3222.0,165.0,156.0,22.0,343.0,55.0,796.0,856.0,1523.0,2206.0,175.0,389.0,1468.0,1373.0,385.0,439.0,1710.0,489.0,172.0,49.35,59.4,59.48,49.0,57.0,59.0,3233.24,2371.0,2381.83,221.0,26.22,30.52,30.52,163.94,164.87,160.06,1605.93,154.54,109.29,371.87,53.02,890.2,654.15,149.39,154.29,149.15,1598.0,636.0,808.0,3042.0,150.0,117.0,23.0,353.0,43.0,732.0,839.0,1448.0,2084.0,196.0,423.0,1482.0,1318.0,422.0,433.0,1617.0,472.0,145.0,48.04,57.36,49.14,48.0,48.0,54.0,3035.68,2234.0,2228.35,230.0,23.91,24.91,24.91,153.48,153.22,150.13
WSH,2022,WSH,WSH,Team Level,5on5,53,0.52,0.51,0.51,156689.0,1343.97,115.16,86.98,322.94,44.26,721.72,551.92,111.4,116.17,112.38,1325.0,518.0,692.0,2535.0,110.0,120.0,17.0,285.0,43.0,598.0,687.0,1215.0,1733.0,157.0,353.0,1164.0,1289.0,334.0,361.0,1345.0,392.0,106.0,39.42,47.54,28.2,38.0,45.0,27.0,2546.24,1843.0,1853.83,199.0,18.03,23.45,23.45,109.74,110.68,108.8,1271.97,106.66,82.97,307.86,42.15,705.44,523.92,103.7,106.4,103.46,1257.0,512.0,654.0,2423.0,104.0,89.0,14.0,296.0,36.0,555.0,689.0,1153.0,1665.0,178.0,389.0,1116.0,1245.0,353.0,365.0,1317.0,366.0,86.0,38.76,44.51,23.39,44.0,39.0,21.0,2416.68,1769.0,1763.34,207.0,17.09,16.88,17.05,106.7,106.45,104.88
WSH,2022,WSH,WSH,Team Level,4on5,53,0.13,0.14,0.15,13217.0,35.93,3.7,1.93,5.27,1.33,12.1,25.66,3.52,3.7,3.52,42.0,8.0,11.0,61.0,2.0,4.0,0.0,5.0,0.0,7.0,32.0,40.0,48.0,3.0,6.0,98.0,35.0,19.0,17.0,35.0,11.0,4.0,0.99,1.4,1.32,1.0,1.0,0.0,61.0,50.0,50.0,10.0,0.44,1.01,1.01,3.13,3.13,3.09,201.26,25.17,18.28,42.45,6.73,125.22,66.14,23.55,25.17,23.55,197.0,87.0,99.0,383.0,23.0,22.0,8.0,40.0,5.0,115.0,79.0,174.0,261.0,7.0,12.0,132.0,15.0,15.0,35.0,186.0,69.0,29.0,5.25,8.24,11.68,4.0,3.0,16.0,383.0,284.0,284.0,3.0,4.66,6.6,6.6,23.23,23.23,22.15
WSH,2022,WSH,WSH,Team Level,5on4,53,0.86,0.87,0.85,15883.0,239.91,26.59,21.95,52.41,8.2,145.83,76.03,24.24,26.59,24.24,218.0,113.0,101.0,432.0,29.0,26.0,4.0,40.0,7.0,138.0,91.0,189.0,302.0,7.0,14.0,128.0,26.0,22.0,45.0,250.0,49.0,32.0,6.11,5.81,14.67,5.0,5.0,19.0,432.0,331.0,331.0,5.0,5.68,4.04,4.04,28.22,28.22,26.4,45.52,4.2,2.23,5.87,1.27,14.34,32.09,4.2,4.2,4.2,50.0,10.0,5.0,65.0,4.0,0.0,0.0,6.0,0.0,16.0,34.0,46.0,56.0,4.0,8.0,157.0,43.0,42.0,17.0,43.0,12.0,5.0,1.26,1.59,1.35,0.0,3.0,1.0,65.0,60.0,60.0,15.0,0.51,0.0,0.0,4.71,4.71,4.71
SEA,2022,SEA,SEA,Team Level,other,50,0.46,0.43,0.42,4648.0,51.19,16.5,3.62,8.38,1.88,27.08,16.54,15.76,16.5,15.76,51.0,23.0,21.0,95.0,20.0,5.0,1.0,5.0,2.0,29.0,13.0,31.0,54.0,3.0,6.0,48.0,18.0,10.0,4.0,38.0,10.0,26.0,1.28,1.62,13.61,3.0,4.0,13.0,95.0,74.0,74.0,2.0,1.02,1.91,1.91,15.62,15.62,14.99,74.75,19.72,5.56,12.14,2.41,41.64,20.52,16.93,19.72,16.93,67.0,35.0,25.0,127.0,18.0,10.0,4.0,13.0,3.0,37.0,21.0,49.0,84.0,1.0,2.0,61.0,22.0,18.0,5.0,45.0,27.0,30.0,1.7,3.48,14.55,1.0,4.0,13.0,127.0,102.0,102.0,0.0,1.65,4.66,4.66,16.71,16.71,15.56
SEA,2022,SEA,SEA,Team Level,all,50,0.5,0.51,0.51,181406.0,1512.43,154.49,105.18,351.7,50.92,840.54,609.16,148.28,155.39,149.17,1501.0,611.0,700.0,2812.0,177.0,125.0,25.0,301.0,49.0,651.0,809.0,1324.0,1935.0,171.0,384.0,1247.0,1162.0,490.0,355.0,1539.0,419.0,154.0,44.79,52.76,56.94,61.0,65.0,51.0,2838.33,2112.0,2131.47,192.0,22.93,27.18,27.18,150.24,151.2,146.95,1460.88,156.32,105.32,332.6,48.93,807.49,573.34,148.23,156.48,148.39,1404.0,620.0,713.0,2737.0,153.0,137.0,24.0,278.0,46.0,687.0,723.0,1251.0,1871.0,167.0,382.0,1491.0,1173.0,385.0,403.0,1413.0,438.0,173.0,41.19,54.68,60.45,36.0,62.0,55.0,2728.29,2024.0,2018.83,221.0,23.56,30.15,30.16,149.71,149.92,145.8
SEA,2022,SEA,SEA,Team Level,5on5,50,0.52,0.52,0.53,149071.0,1253.75,108.14,83.84,301.38,42.07,693.35,518.23,105.06,109.04,105.96,1245.0,502.0,574.0,2321.0,131.0,100.0,19.0,261.0,38.0,524.0,693.0,1114.0,1616.0,160.0,359.0,987.0,1057.0,410.0,312.0,1307.0,348.0,92.0,38.7,43.56,25.87,54.0,57.0,20.0,2347.33,1747.0,1766.47,176.0,17.31,19.2,19.2,106.26,107.21,105.53,1128.97,101.56,77.56,268.78,37.74,620.96,457.4,97.89,101.73,98.05,1080.0,484.0,589.0,2153.0,94.0,104.0,14.0,219.0,36.0,532.0,579.0,986.0,1470.0,147.0,336.0,1160.0,1091.0,318.0,351.0,1122.0,350.0,92.0,33.35,43.93,24.27,29.0,47.0,18.0,2144.29,1564.0,1558.83,200.0,16.09,19.64,19.65,98.0,98.2,96.62
SEA,2022,SEA,SEA,Team Level,4on5,50,0.09,0.09,0.09,14035.0,23.51,3.17,1.38,3.31,0.84,7.64,14.65,3.14,3.17,3.14,26.0,5.0,7.0,38.0,1.0,1.0,0.0,2.0,0.0,4.0,23.0,25.0,30.0,3.0,9.0,104.0,73.0,45.0,13.0,17.0,9.0,5.0,0.44,1.28,1.46,0.0,1.0,0.0,38.0,31.0,31.0,11.0,0.31,0.22,0.22,3.25,3.25,3.23,220.98,31.34,20.17,46.5,7.6,132.86,69.53,29.81,31.34,29.81,221.0,87.0,92.0,400.0,37.0,22.0,6.0,41.0,6.0,107.0,95.0,184.0,271.0,12.0,27.0,144.0,22.0,11.0,28.0,210.0,53.0,45.0,5.11,6.29,19.94,5.0,10.0,22.0,400.0,308.0,308.0,3.0,5.36,5.54,5.54,31.16,31.16,29.81
SEA,2022,SEA,SEA,Team Level,5on4,50,0.88,0.86,0.84,13652.0,183.97,26.68,16.35,38.63,6.13,112.48,59.75,24.31,26.68,24.31,179.0,81.0,98.0,358.0,25.0,19.0,5.0,33.0,9.0,94.0,80.0,154.0,235.0,5.0,10.0,108.0,14.0,25.0,26.0,177.0,52.0,31.0,4.37,6.3,16.0,4.0,3.0,18.0,358.0,260.0,260.0,3.0,4.29,5.85,5.85,25.11,25.11,23.19,36.19,3.69,2.02,5.18,1.19,12.04,25.89,3.61,3.69,3.61,36.0,14.0,7.0,57.0,4.0,1.0,0.0,5.0,1.0,11.0,28.0,32.0,46.0,7.0,17.0,126.0,38.0,38.0,19.0,36.0,8.0,6.0,1.03,0.97,1.69,1.0,1.0,2.0,57.0,50.0,50.0,18.0,0.46,0.31,0.31,3.85,3.85,3.81
COL,2022,COL,COL,Team Level,other,49,0.54,0.58,0.58,6407.0,113.76,20.69,8.7,21.06,4.0,66.39,37.16,19.78,20.69,19.78,112.0,46.0,49.0,207.0,27.0,10.0,3.0,16.0,4.0,68.0,33.0,85.0,131.0,3.0,6.0,90.0,21.0,7.0,12.0,97.0,31.0,30.0,3.47,3.9,13.33,1.0,8.0,18.0,207.0,158.0,158.0,1.0,2.61,3.38,3.38,19.93,19.93,19.05,82.32,17.85,5.97,15.02,2.93,42.37,28.86,16.77,17.85,16.77,79.0,34.0,34.0,147.0,17.0,8.0,1.0,14.0,9.0,31.0,34.0,62.0,96.0,3.0,6.0,83.0,23.0,6.0,11.0,52.0,34.0,27.0,2.02,4.38,11.45,5.0,4.0,8.0,147.0,113.0,113.0,2.0,1.7,2.24,2.24,17.32,17.32,16.86
COL,2022,COL,COL,Team Level,all,49,0.51,0.52,0.51,179088.0,1561.65,154.48,110.71,358.99,51.59,890.38,621.85,148.59,155.5,149.61,1621.0,567.0,802.0,2990.0,148.0,136.0,19.0,349.0,54.0,697.0,804.0,1473.0,2040.0,175.0,382.0,1334.0,1049.0,364.0,308.0,1618.0,416.0,154.0,48.53,51.04,54.91,42.0,55.0,51.0,3015.7,2188.0,2203.51,144.0,24.69,31.28,31.28,147.88,148.86,145.06,1497.86,148.71,106.49,342.23,50.36,833.83,601.38,140.78,148.27,140.42,1568.0,515.0,636.0,2719.0,133.0,155.0,21.0,363.0,54.0,634.0,744.0,1435.0,1950.0,186.0,406.0,1542.0,1133.0,358.0,288.0,1533.0,392.0,158.0,44.02,48.47,56.21,43.0,45.0,45.0,2698.22,2083.0,2072.31,143.0,23.64,33.56,33.6,138.75,138.39,134.97
COL,2022,COL,COL,Team Level,5on5,49,0.52,0.52,0.51,142725.0,1193.47,102.39,79.82,286.44,39.2,675.42,493.73,99.16,103.41,100.17,1246.0,431.0,658.0,2335.0,84.0,97.0,13.0,286.0,41.0,516.0,653.0,1162.0,1593.0,161.0,354.0,1036.0,960.0,317.0,260.0,1273.0,310.0,94.0,37.92,38.12,26.34,35.0,32.0,17.0,2360.7,1677.0,1692.51,131.0,16.45,21.12,21.28,97.55,98.52,96.88,1157.85,93.65,76.91,277.04,38.73,644.73,481.93,89.72,93.2,89.36,1221.0,392.0,517.0,2130.0,80.0,113.0,14.0,307.0,36.0,490.0,587.0,1141.0,1533.0,166.0,366.0,1144.0,1044.0,298.0,230.0,1249.0,276.0,88.0,35.64,33.89,24.11,33.0,30.0,17.0,2109.22,1613.0,1602.31,121.0,15.91,22.13,22.17,87.39,87.03,85.35
COL,2022,COL,COL,Team Level,4on5,49,0.06,0.09,0.1,14329.0,25.04,2.09,1.23,3.55,0.77,8.16,18.21,2.08,2.09,2.08,29.0,5.0,3.0,37.0,3.0,0.0,0.0,3.0,0.0,4.0,24.0,26.0,31.0,3.0,6.0,102.0,50.0,28.0,8.0,25.0,8.0,1.0,0.83,1.01,0.24,1.0,1.0,1.0,37.0,34.0,34.0,8.0,0.28,0.0,0.0,2.36,2.36,2.35,227.77,35.15,22.0,45.64,7.65,135.54,68.01,32.25,35.15,32.25,227.0,87.0,81.0,395.0,34.0,34.0,6.0,39.0,9.0,106.0,92.0,193.0,280.0,10.0,20.0,154.0,16.0,8.0,27.0,195.0,77.0,42.0,5.27,9.59,20.29,5.0,9.0,20.0,395.0,314.0,314.0,3.0,5.66,9.2,9.2,31.61,31.61,30.35
COL,2022,COL,COL,Team Level,5on4,49,0.93,0.9,0.88,15627.0,229.38,29.32,20.96,47.94,7.63,140.42,72.73,27.58,29.32,27.58,234.0,85.0,92.0,411.0,34.0,29.0,3.0,44.0,9.0,109.0,94.0,200.0,285.0,8.0,16.0,106.0,18.0,12.0,28.0,223.0,67.0,29.0,6.31,8.01,15.0,5.0,14.0,15.0,411.0,319.0,319.0,4.0,5.36,6.78,6.63,28.06,28.06,26.77,29.93,2.06,1.6,4.52,1.05,11.18,22.59,2.05,2.06,2.05,41.0,2.0,4.0,47.0,2.0,0.0,0.0,3.0,0.0,7.0,31.0,39.0,41.0,7.0,14.0,161.0,50.0,46.0,20.0,37.0,5.0,1.0,1.09,0.61,0.36,0.0,2.0,0.0,47.0,43.0,43.0,17.0,0.37,0.0,0.0,2.44,2.44,2.41
MIN,2022,MIN,MIN,Team Level,other,50,0.56,0.54,0.55,7616.0,124.12,29.89,8.87,21.13,3.98,61.93,40.2,25.54,29.89,25.54,125.0,41.0,42.0,208.0,23.0,11.0,3.0,15.0,2.0,66.0,49.0,102.0,143.0,4.0,8.0,77.0,23.0,13.0,16.0,81.0,43.0,42.0,3.3,5.61,20.98,2.0,5.0,16.0,208.0,166.0,166.0,6.0,2.7,4.35,4.35,28.23,28.23,25.1,100.54,23.85,7.5,18.57,3.47,48.63,31.99,21.58,23.85,21.58,100.0,34.0,44.0,178.0,24.0,17.0,3.0,10.0,0.0,40.0,43.0,76.0,110.0,9.0,18.0,98.0,19.0,19.0,20.0,58.0,38.0,38.0,2.35,4.85,16.64,1.0,6.0,17.0,178.0,134.0,134.0,11.0,2.17,4.88,4.88,21.14,21.14,20.07
MIN,2022,MIN,MIN,Team Level,all,50,0.51,0.5,0.51,182752.0,1603.64,159.42,112.31,359.51,52.1,881.49,649.17,150.87,160.21,151.66,1570.0,644.0,709.0,2923.0,150.0,140.0,21.0,323.0,43.0,759.0,799.0,1420.0,2064.0,214.0,497.0,1343.0,1071.0,329.0,308.0,1598.0,455.0,161.0,45.56,54.93,58.91,35.0,64.0,51.0,2945.55,2214.0,2230.31,153.0,25.38,29.01,29.01,155.78,156.62,151.01,1517.67,155.56,104.35,349.5,50.91,842.93,599.74,146.92,154.94,146.37,1516.0,587.0,763.0,2866.0,143.0,132.0,17.0,281.0,62.0,702.0,783.0,1373.0,1960.0,212.0,492.0,1478.0,985.0,297.0,374.0,1507.0,436.0,160.0,43.47,52.33,59.77,42.0,52.0,49.0,2850.25,2103.0,2097.71,210.0,23.27,28.62,28.67,150.17,149.94,144.27
MIN,2022,MIN,MIN,Team Level,5on5,50,0.5,0.5,0.51,144270.0,1184.22,95.7,77.6,280.0,38.34,653.14,497.23,92.9,96.5,93.7,1141.0,501.0,575.0,2217.0,85.0,94.0,12.0,253.0,35.0,558.0,617.0,1056.0,1557.0,199.0,467.0,1006.0,991.0,281.0,258.0,1230.0,332.0,80.0,34.99,39.87,20.84,29.0,41.0,15.0,2239.55,1642.0,1658.31,130.0,16.01,16.75,16.95,94.76,95.6,94.05,1151.76,94.8,74.66,277.71,38.79,639.56,474.48,91.55,94.18,91.0,1146.0,454.0,578.0,2178.0,88.0,91.0,12.0,223.0,52.0,526.0,620.0,1058.0,1512.0,180.0,428.0,1095.0,921.0,233.0,297.0,1201.0,320.0,79.0,34.37,38.2,22.23,35.0,37.0,16.0,2162.25,1600.0,1594.71,177.0,15.39,19.0,19.46,90.73,90.51,88.91
MIN,2022,MIN,MIN,Team Level,4on5,50,0.12,0.12,0.15,16225.0,45.45,4.41,2.08,6.48,1.36,13.85,31.82,4.35,4.41,4.35,47.0,13.0,3.0,63.0,7.0,2.0,0.0,4.0,1.0,8.0,38.0,40.0,53.0,3.0,6.0,120.0,39.0,27.0,15.0,40.0,14.0,6.0,1.04,1.73,1.63,0.0,4.0,3.0,63.0,60.0,60.0,14.0,0.49,0.56,0.56,4.33,4.33,4.32,239.9,33.82,20.79,49.61,7.84,146.71,76.22,30.72,33.82,30.72,244.0,91.0,135.0,470.0,30.0,24.0,2.0,44.0,9.0,130.0,98.0,214.0,305.0,14.0,28.0,170.0,9.0,9.0,37.0,226.0,71.0,38.0,6.11,8.39,19.31,5.0,9.0,16.0,470.0,335.0,335.0,4.0,5.39,4.73,4.33,34.87,34.87,31.89
MIN,2022,MIN,MIN,Team Level,5on4,50,0.9,0.92,0.91,14641.0,249.86,29.43,23.76,51.9,8.42,152.56,79.93,28.07,29.43,28.07,257.0,89.0,89.0,435.0,35.0,33.0,6.0,51.0,5.0,127.0,95.0,222.0,311.0,8.0,16.0,140.0,18.0,8.0,19.0,247.0,66.0,33.0,6.23,7.73,15.47,4.0,14.0,17.0,435.0,346.0,346.0,3.0,6.17,7.36,7.15,28.45,28.45,27.53,25.47,3.1,1.4,3.62,0.81,8.02,17.05,3.08,3.1,3.08,26.0,8.0,6.0,40.0,1.0,0.0,0.0,4.0,1.0,6.0,22.0,25.0,33.0,9.0,18.0,115.0,36.0,36.0,20.0,22.0,7.0,5.0,0.63,0.88,1.58,1.0,0.0,0.0,40.0,34.0,34.0,18.0,0.32,0.0,0.0,3.42,3.42,3.4
VAN,2022,VAN,VAN,Team Level,other,51,0.48,0.53,0.53,5835.0,97.04,18.23,7.32,18.0,3.29,54.79,31.37,17.34,18.23,17.34,86.0,47.0,44.0,177.0,17.0,7.0,1.0,12.0,2.0,49.0,46.0,69.0,116.0,3.0,6.0,71.0,14.0,14.0,15.0,78.0,31.0,24.0,2.89,3.64,11.7,3.0,4.0,10.0,177.0,133.0,133.0,3.0,2.09,2.2,2.2,18.12,18.12,17.46,84.15,19.38,5.77,14.09,2.7,46.58,29.47,18.24,19.38,18.24,85.0,33.0,37.0,155.0,22.0,3.0,2.0,15.0,6.0,39.0,33.0,63.0,96.0,2.0,7.0,73.0,20.0,14.0,13.0,66.0,31.0,21.0,2.69,3.89,12.8,1.0,9.0,12.0,155.0,118.0,118.0,7.0,1.62,1.32,1.32,19.68,19.68,18.56
VAN,2022,VAN,VAN,Team Level,all,51,0.47,0.49,0.49,186040.0,1522.4,150.7,110.4,350.05,50.95,869.77,604.11,144.59,150.45,144.32,1562.0,574.0,711.0,2847.0,169.0,147.0,25.0,341.0,62.0,654.0,763.0,1393.0,1967.0,180.0,440.0,1445.0,1229.0,342.0,369.0,1558.0,422.0,156.0,43.95,51.64,55.11,48.0,68.0,53.0,2826.69,2136.0,2121.24,208.0,24.63,31.07,31.07,144.27,143.92,140.59,1612.08,170.15,114.86,365.66,53.27,883.16,641.89,162.74,171.81,164.36,1609.0,620.0,695.0,2924.0,201.0,152.0,27.0,315.0,72.0,724.0,765.0,1408.0,2028.0,199.0,476.0,1483.0,965.0,326.0,384.0,1555.0,487.0,187.0,47.62,60.02,62.52,70.0,66.0,65.0,2973.07,2229.0,2263.86,224.0,25.36,32.4,32.47,163.04,164.75,160.26
